Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month,SumOfBudget,BudgetVariance,BudgetVariancePercentage,SumOfPrevious Month,VarianceFromPreviousMonth,VarianceFromPreviousMonthPercentage
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1594.254937,1753.680431,-159.425494,-9.09 %,1328.545781,265.709156,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,19082.95153,19082.95153,0,0.00 %,21203.27947,-2120.32794,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,72.10562537,648.9506284,-576.845003,-88.89 %,65.55056852,6.55505685,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,372.7109515,409.9820467,-37.2710952,-9.09 %,310.5924596,62.1184919,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,35619.50628,35619.50628,0,0.00 %,39577.2292,-3957.72292,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-62806.35431,-565257.1888,502450.8345,-88.89 %,-72191.21185,9384.85754,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,565373.2675,621910.5943,-56537.3268,-9.09 %,7248.375224,558124.8923,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,61095.63585,61095.63585,0,0.00 %,55541.48713,5554.14872,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,38903.31059,350129.7953,-311226.4847,-88.89 %,32419.42549,6483.8851,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,538.2549372,592.0804309,-53.8254937,-9.09 %,598.0610413,-59.8061041,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1966.869031,1966.869031,0,0.00 %,2260.769001,-293.89997,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,176649.9282,1589849.354,-1413199.426,-88.89 %,2264.742669,174385.1855,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,157165.1391,172881.6531,-15716.514,-9.09 %,104776.7594,52388.3797,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-307664.43,-307664.43,0,0.00 %,-205109.62,-102554.81,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,15428.68043,138858.1239,-123429.4435,-88.89 %,10285.78695,5142.89348,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,7795.790844,8575.369928,-779.579084,-9.09 %,7087.082585,708.708259,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,42263.62657,42263.62657,0,0.00 %,35219.68881,7043.93776,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,749.0628366,6741.56553,-5992.502693,-88.89 %,832.2920407,-83.2292041,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,27.83114901,30.61426391,-2.7831149,-9.09 %,31.98982645,-4.15867744,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,25706572.73,25706572.73,0,0.00 %,329571.4452,25377001.28,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-574542.4282,-5170881.854,4596339.426,-88.89 %,-383028.2855,-191514.1427,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,5694.793537,6264.27289,-569.479353,-9.09 %,3796.529025,1898.264512,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,531263.3752,531263.3752,0,0.00 %,354175.5835,177087.7917,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,2995.771993,26961.94794,-23966.17595,-88.89 %,2723.429084,272.342909,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,47653.5368,52418.89048,-4765.35368,-9.09 %,39711.28067,7942.25613,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-360366.14,-360366.14,0,0.00 %,-400406.8223,40040.6823,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,-6505.515859,-58549.64273,52044.12687,-88.89 %,-5914.105326,-591.410533,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,124907.7092,137398.4801,-12490.7709,-9.09 %,104089.7576,20817.9516,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,3069111.466,3069111.466,0,0.00 %,3410123.851,-341012.385,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,654287.6027,5888588.424,-5234300.821,-88.89 %,752054.7157,-97767.113,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,33427908.49,36770699.34,-3342790.85,-9.09 %,428562.9294,32999345.56,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,77422.6541,77422.6541,0,0.00 %,70384.231,7038.4231,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,101023.1598,909208.4381,-808185.2783,-88.89 %,84185.96649,16837.19331,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,735585.9668,809144.5635,-73558.5967,-9.09 %,817317.7409,-81731.7741,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,16912.48761,16912.48761,0,0.00 %,19439.64093,-2527.15332,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,4309825.583,38788430.25,-34478604.67,-88.89 %,55254.17415,4254571.409,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1777962.181,1955758.399,-177796.218,-9.09 %,1185308.121,592654.06,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2807627.558,2807627.558,0,0.00 %,1871751.706,935875.852,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-13188838.09,-118699542.8,105510704.7,-88.89 %,-8792558.728,-4396279.362,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 110,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,123.4290844,135.7719928,-12.3429084,-9.09 %,112.2082585,11.2208259,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 110,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,9407.540395,9407.540395,0,0.00 %,7839.616996,1567.923399,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 110,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-7156.642729,-64409.78456,57253.14183,-88.89 %,-7951.825254,795.182525,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 111,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,33321.36445,36653.5009,-3332.13645,-9.09 %,38300.41891,-4979.05446,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 111,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-2987432.675,-2987432.675,0,0.00 %,-38300.41891,-2949132.256,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,7854.578097,70691.20287,-62836.62477,-88.89 %,5236.385398,2618.192699,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,23523.78815,25876.16697,-2352.37882,-9.09 %,15682.52543,7841.26272,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,4312.52693,4312.52693,0,0.00 %,2875.017953,1437.508977,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,7225.258827,65027.32944,-57802.07061,-88.89 %,6568.417115,656.841712,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-0.021543986,-0.023698384,0.002154398,-9.09 %,-0.017953321,-0.003590665,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-27326.09515,-27326.09515,0,0.00 %,-30362.32795,3036.2328,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,23027.97666,207251.7899,-184223.8132,-88.89 %,20934.52424,2093.45242,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,75467.0018,83013.70197,-7546.70017,-9.09 %,62889.16816,12577.83364,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,3862.7693,3862.7693,0,0.00 %,4291.965889,-429.196589,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,23794.22406,214148.0165,-190353.7924,-88.89 %,27349.68282,-3555.45876,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,2026721.472,2229393.619,-202672.147,-9.09 %,25983.60862,2000737.863,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1477.587672,1477.587672,0,0.00 %,1343.26152,134.326152,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,262.1184919,2359.066427,-2096.947935,-88.89 %,218.4320766,43.6864153,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,122862.9372,135149.2309,-12286.2937,-9.09 %,136514.3746,-13651.4374,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-243186.7656,-243186.7656,0,0.00 %,-279525.018,36338.2524,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 114,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,69667.86355,627010.772,-557342.9085,-88.89 %,893.1777379,68774.68581,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 114,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,15076.90305,16584.59336,-1507.69031,-9.09 %,10051.2687,5025.63435,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 114,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-16416.66966,-16416.66966,0,0.00 %,-10944.44644,-5472.22322,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,16149.01257,145341.1131,-129192.1005,-88.89 %,10766.00838,5383.00419,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,14976.06224,16473.66846,-1497.60622,-9.09 %,13614.60203,1361.46021,10.00 %
